taxid,name,rank,sonof_name,sonof_id,lineage_name,lineage_id,root,sub_root,superkingdom,sub_superkingdom,kingdom,sub_kingdom,sub_kingdom_1,sub_kingdom_2,sub_kingdom_3,phylum,class,subclass,infraclass,superorder,order,sub_order,suborder,sub_suborder,family,sub_family,genus,sub_genus,species,subspecies
2502176,Onychoteuthis cf. banksii HJ-2019,species,Onychoteuthis,61726,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis cf. banksii HJ-2019,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//2502176,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Onychoteuthis,,Onychoteuthis cf. banksii HJ-2019,
279106,Onychoteuthis sp. B3-JMS-2004,species,Onychoteuthis,61726,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis sp. B3-JMS-2004,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//279106,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Onychoteuthis,,Onychoteuthis sp. B3-JMS-2004,
310039,Onychoteuthis sp. OC7-1,species,Onychoteuthis,61726,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis sp. OC7-1,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//310039,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Onychoteuthis,,Onychoteuthis sp. OC7-1,
392295,Onychoteuthis borealijaponica,species,Onychoteuthis,61726,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis borealijaponica,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//392295,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Onychoteuthis,,Onychoteuthis borealijaponica,
392296,Onychoteuthis banksii,species,Onychoteuthis,61726,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis banksii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//392296,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Onychoteuthis,,Onychoteuthis banksii,
559525,Onychoteuthis cf. banksii ARL-2008,species,Onychoteuthis,61726,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis cf. banksii ARL-2008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//559525,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Onychoteuthis,,Onychoteuthis cf. banksii ARL-2008,
61727,Onychoteuthis compacta,species,Onychoteuthis,61726,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis compacta,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//61727,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Onychoteuthis,,Onychoteuthis compacta,
72284,Onychoteuthis sp.,species,Onychoteuthis,61726,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis sp.,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//72284,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Onychoteuthis,,Onychoteuthis sp.,
72285,Onychoteuthis sp. B/C,species,Onychoteuthis,61726,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis sp. B/C,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//72285,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Onychoteuthis,,Onychoteuthis sp. B/C,
72288,Onykia,genus,Onychoteuthidae,34565,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Onykia,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//72288,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Onykia,,,
2306804,Onykia cf. carriboea HEB-2018,species,Onykia,72288,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Onykia//Onykia cf. carriboea HEB-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//72288//2306804,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Onykia,,Onykia cf. carriboea HEB-2018,
2306805,Onykia cf. robsoni HEB-2018,species,Onykia,72288,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Onykia//Onykia cf. robsoni HEB-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//72288//2306805,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Onykia,,Onykia cf. robsoni HEB-2018,
2306812,Onykia aff. robsoni HEB-2018,species,Onykia,72288,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Onykia//Onykia aff. robsoni HEB-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//72288//2306812,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Onykia,,Onykia aff. robsoni HEB-2018,
392297,Onykia sp. A 50-1,species,Onykia,72288,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Onykia//Onykia sp. A 50-1,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//72288//392297,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Onykia,,Onykia sp. A 50-1,
559545,Onykia carriboea,species,Onykia,72288,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Onykia//Onykia carriboea,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//72288//559545,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Onykia,,Onykia carriboea,
72289,Onykia sp.,species,Onykia,72288,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Onykia//Onykia sp.,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//72288//72289,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Onykia,,Onykia sp.,
93042,Psychroteuthis,genus,Onychoteuthidae,34565,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Psychroteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//93042,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Psychroteuthis,,,
283369,Psychroteuthis sp. ARL-2004,species,Psychroteuthis,93042,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Psychroteuthis//Psychroteuthis sp. ARL-2004,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//93042//283369,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Psychroteuthis,,Psychroteuthis sp. ARL-2004,
559527,Psychroteuthis sp. ARL-2008,species,Psychroteuthis,93042,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Psychroteuthis//Psychroteuthis sp. ARL-2008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//93042//559527,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Psychroteuthis,,Psychroteuthis sp. ARL-2008,
93043,Psychroteuthis glacialis,species,Psychroteuthis,93042,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Onychoteuthidae//Psychroteuthis//Psychroteuthis glacialis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//93042//93043,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Onychoteuthidae,,Psychroteuthis,,Psychroteuthis glacialis,
551364,Magnapinnidae,family,Oegopsina,34542,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Magnapinnidae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551364,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Magnapinnidae,,,,,
559529,Magnapinna,genus,Magnapinnidae,551364,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Magnapinnidae//Magnapinna,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551364//559529,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Magnapinnidae,,Magnapinna,,,
559532,Magnapinna sp. ARL-2008,species,Magnapinna,559529,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Magnapinnidae//Magnapinna//Magnapinna sp. ARL-2008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551364//559529//559532,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Magnapinnidae,,Magnapinna,,Magnapinna sp. ARL-2008,
692441,Magnapinna sp. RJ-2009,species,Magnapinna,559529,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Magnapinnidae//Magnapinna//Magnapinna sp. RJ-2009,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551364//559529//692441,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Magnapinnidae,,Magnapinna,,Magnapinna sp. RJ-2009,
551367,Walvisteuthidae,family,Oegopsina,34542,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Walvisteuthidae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551367,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Walvisteuthidae,,,,,
1457169,Walvisteuthis,genus,Walvisteuthidae,551367,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Walvisteuthidae//Walvisteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551367//1457169,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Walvisteuthidae,,Walvisteuthis,,,
1457170,Walvisteuthis sp. MV-2014,species,Walvisteuthis,1457169,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Walvisteuthidae//Walvisteuthis//Walvisteuthis sp. MV-2014,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551367//1457169//1457170,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Walvisteuthidae,,Walvisteuthis,,Walvisteuthis sp. MV-2014,
1573951,Walvisteuthis jeremiahi,species,Walvisteuthis,1457169,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Walvisteuthidae//Walvisteuthis//Walvisteuthis jeremiahi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551367//1457169//1573951,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Walvisteuthidae,,Walvisteuthis,,Walvisteuthis jeremiahi,
2306806,Walvisteuthis cf. rancureli HEB-2018,species,Walvisteuthis,1457169,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Walvisteuthidae//Walvisteuthis//Walvisteuthis cf. rancureli HEB-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551367//1457169//2306806,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Walvisteuthidae,,Walvisteuthis,,Walvisteuthis cf. rancureli HEB-2018,
2306807,Walvisteuthis sp. C HEB-2018,species,Walvisteuthis,1457169,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Walvisteuthidae//Walvisteuthis//Walvisteuthis sp. C HEB-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551367//1457169//2306807,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Walvisteuthidae,,Walvisteuthis,,Walvisteuthis sp. C HEB-2018,
61683,Ancistrocheiridae,family,Oegopsina,34542,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Ancistrocheiridae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61683,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Ancistrocheiridae,,,,,
61684,Ancistrocheirus,genus,Ancistrocheiridae,61683,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Ancistrocheiridae//Ancistrocheirus,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61683//61684,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Ancistrocheiridae,,Ancistrocheirus,,,
2053935,Ancistrocheirus lesueurii,species,Ancistrocheirus,61684,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Ancistrocheiridae//Ancistrocheirus//Ancistrocheirus lesueurii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61683//61684//2053935,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Ancistrocheiridae,,Ancistrocheirus,,Ancistrocheirus lesueurii,
61688,Cycloteuthidae,family,Oegopsina,34542,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Cycloteuthidae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61688,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Cycloteuthidae,,,,,
1986373,environmental samples,no rank,Cycloteuthidae,61688,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Cycloteuthidae//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61688//1986373,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Cycloteuthidae,environmental samples,,,,
1986374,Cycloteuthidae environmental sample cf. Cycloteuthis sirventi,species,environmental samples,1986373,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Cycloteuthidae//environmental samples//Cycloteuthidae environmental sample cf. Cycloteuthis sirventi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61688//1986373//1986374,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Cycloteuthidae,environmental samples,,,Cycloteuthidae environmental sample cf. Cycloteuthis sirventi,
61689,Discoteuthis,genus,Cycloteuthidae,61688,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Cycloteuthidae//Discoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61688//61689,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Cycloteuthidae,,Discoteuthis,,,
