collection_date,country,gene,organism,tax_id,rank_x,name,rank_y,sonof_name,sonof_id,lineage_name,lineage_id,root,sub_root,superkingdom,sub_superkingdom,kingdom,sub_kingdom,sub_kingdom_1,sub_kingdom_2,sub_kingdom_3,phylum,class,subclass,infraclass,superorder,order,sub_order,suborder,sub_suborder,family,sub_family,genus,sub_genus,species,subspecies
,,16S,Architeuthidae environmental sample cf. Architeuthis dux,1986288,species,Architeuthidae environmental sample cf. Architeuthis dux,species,environmental samples,1986286,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Architeuthidae//environmental samples//Architeuthidae environmental sample cf. Architeuthis dux,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34554//1986286//1986288,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Architeuthidae,environmental samples,,,Architeuthidae environmental sample cf. Architeuthis dux,
,,16S,Architeuthidae environmental sample cf. Architeuthis dux,1986288,species,Architeuthidae environmental sample cf. Architeuthis dux,species,environmental samples,1986286,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Architeuthidae//environmental samples//Architeuthidae environmental sample cf. Architeuthis dux,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34554//1986286//1986288,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Architeuthidae,environmental samples,,,Architeuthidae environmental sample cf. Architeuthis dux,
,,16S,Chiroteuthidae environmental sample,1986366,species,Chiroteuthidae environmental sample,species,environmental samples,1986364,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Chiroteuthidae//environmental samples//Chiroteuthidae environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61694//1986364//1986366,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Chiroteuthidae,environmental samples,,,Chiroteuthidae environmental sample,
,,16S,Chiroteuthidae environmental sample,1986366,species,Chiroteuthidae environmental sample,species,environmental samples,1986364,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Chiroteuthidae//environmental samples//Chiroteuthidae environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61694//1986364//1986366,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Chiroteuthidae,environmental samples,,,Chiroteuthidae environmental sample,
,,16S,Cranchiidae environmental sample,1986371,species,Cranchiidae environmental sample,species,environmental samples,1986372,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Cranchiidae//environmental samples//Cranchiidae environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//1986372//1986371,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Cranchiidae,environmental samples,,,Cranchiidae environmental sample,
,,16S,Cranchiidae environmental sample,1986371,species,Cranchiidae environmental sample,species,environmental samples,1986372,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Cranchiidae//environmental samples//Cranchiidae environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//1986372//1986371,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Cranchiidae,environmental samples,,,Cranchiidae environmental sample,
,,16S,Cycloteuthidae environmental sample cf. Cycloteuthis sirventi,1986374,species,Cycloteuthidae environmental sample cf. Cycloteuthis sirventi,species,environmental samples,1986373,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Cycloteuthidae//environmental samples//Cycloteuthidae environmental sample cf. Cycloteuthis sirventi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61688//1986373//1986374,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Cycloteuthidae,environmental samples,,,Cycloteuthidae environmental sample cf. Cycloteuthis sirventi,
,,16S,Cycloteuthidae environmental sample cf. Cycloteuthis sirventi,1986374,species,Cycloteuthidae environmental sample cf. Cycloteuthis sirventi,species,environmental samples,1986373,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Cycloteuthidae//environmental samples//Cycloteuthidae environmental sample cf. Cycloteuthis sirventi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61688//1986373//1986374,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Cycloteuthidae,environmental samples,,,Cycloteuthidae environmental sample cf. Cycloteuthis sirventi,
,,16S,Chiroteuthidae environmental sample cf. Grimalditeuthis bonplandi,1986376,species,Chiroteuthidae environmental sample cf. Grimalditeuthis bonplandi,species,environmental samples,1986364,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Chiroteuthidae//environmental samples//Chiroteuthidae environmental sample cf. Grimalditeuthis bonplandi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61694//1986364//1986376,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Chiroteuthidae,environmental samples,,,Chiroteuthidae environmental sample cf. Grimalditeuthis bonplandi,
,,16S,Chiroteuthidae environmental sample cf. Grimalditeuthis bonplandi,1986376,species,Chiroteuthidae environmental sample cf. Grimalditeuthis bonplandi,species,environmental samples,1986364,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Chiroteuthidae//environmental samples//Chiroteuthidae environmental sample cf. Grimalditeuthis bonplandi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61694//1986364//1986376,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Chiroteuthidae,environmental samples,,,Chiroteuthidae environmental sample cf. Grimalditeuthis bonplandi,
,,16S,Cranchiidae environmental sample cf. Helicocranchia pfefferi,1986377,species,Cranchiidae environmental sample cf. Helicocranchia pfefferi,species,environmental samples,1986372,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Cranchiidae//environmental samples//Cranchiidae environmental sample cf. Helicocranchia pfefferi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//1986372//1986377,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Cranchiidae,environmental samples,,,Cranchiidae environmental sample cf. Helicocranchia pfefferi,
,,16S,Cranchiidae environmental sample cf. Helicocranchia pfefferi,1986377,species,Cranchiidae environmental sample cf. Helicocranchia pfefferi,species,environmental samples,1986372,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Cranchiidae//environmental samples//Cranchiidae environmental sample cf. Helicocranchia pfefferi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//1986372//1986377,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Cranchiidae,environmental samples,,,Cranchiidae environmental sample cf. Helicocranchia pfefferi,
,,16S,Histioteuthidae environmental sample cf. Histioteuthis reversa,1986382,species,Histioteuthidae environmental sample cf. Histioteuthis reversa,species,environmental samples,1365855,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//environmental samples//Histioteuthidae environmental sample cf. Histioteuthis reversa,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1365855//1986382,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,environmental samples,,,Histioteuthidae environmental sample cf. Histioteuthis reversa,
,,16S,Histioteuthidae environmental sample cf. Histioteuthis reversa,1986382,species,Histioteuthidae environmental sample cf. Histioteuthis reversa,species,environmental samples,1365855,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//environmental samples//Histioteuthidae environmental sample cf. Histioteuthis reversa,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1365855//1986382,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,environmental samples,,,Histioteuthidae environmental sample cf. Histioteuthis reversa,
,,16S,Histioteuthidae environmental sample cf. Histioteuthis reversa,1986382,species,Histioteuthidae environmental sample cf. Histioteuthis reversa,species,environmental samples,1365855,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//environmental samples//Histioteuthidae environmental sample cf. Histioteuthis reversa,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1365855//1986382,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,environmental samples,,,Histioteuthidae environmental sample cf. Histioteuthis reversa,
,,16S,Histioteuthidae environmental sample cf. Histioteuthis reversa,1986382,species,Histioteuthidae environmental sample cf. Histioteuthis reversa,species,environmental samples,1365855,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//environmental samples//Histioteuthidae environmental sample cf. Histioteuthis reversa,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1365855//1986382,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,environmental samples,,,Histioteuthidae environmental sample cf. Histioteuthis reversa,
,,16S,Histioteuthidae environmental sample cf. Histioteuthis reversa,1986382,species,Histioteuthidae environmental sample cf. Histioteuthis reversa,species,environmental samples,1365855,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//environmental samples//Histioteuthidae environmental sample cf. Histioteuthis reversa,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1365855//1986382,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,environmental samples,,,Histioteuthidae environmental sample cf. Histioteuthis reversa,
,,16S,Histioteuthidae environmental sample cf. Histioteuthis reversa,1986382,species,Histioteuthidae environmental sample cf. Histioteuthis reversa,species,environmental samples,1365855,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//environmental samples//Histioteuthidae environmental sample cf. Histioteuthis reversa,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1365855//1986382,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,environmental samples,,,Histioteuthidae environmental sample cf. Histioteuthis reversa,
,,16S,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,1986384,species,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,species,environmental samples,1986383,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Mastigoteuthidae//environmental samples//Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1986383//1986384,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Mastigoteuthidae,environmental samples,,,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,
,,16S,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,1986384,species,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,species,environmental samples,1986383,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Mastigoteuthidae//environmental samples//Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1986383//1986384,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Mastigoteuthidae,environmental samples,,,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,
,,16S,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,1986384,species,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,species,environmental samples,1986383,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Mastigoteuthidae//environmental samples//Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1986383//1986384,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Mastigoteuthidae,environmental samples,,,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,
,,16S,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,1986384,species,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,species,environmental samples,1986383,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Mastigoteuthidae//environmental samples//Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1986383//1986384,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Mastigoteuthidae,environmental samples,,,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,
,,16S,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,1986384,species,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,species,environmental samples,1986383,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Mastigoteuthidae//environmental samples//Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1986383//1986384,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Mastigoteuthidae,environmental samples,,,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,
,,16S,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,1986384,species,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,species,environmental samples,1986383,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Mastigoteuthidae//environmental samples//Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1986383//1986384,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Mastigoteuthidae,environmental samples,,,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,
,,16S,Mastigoteuthidae environmental sample cf. Idioteuthis magna,1986385,species,Mastigoteuthidae environmental sample cf. Idioteuthis magna,species,environmental samples,1986383,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Mastigoteuthidae//environmental samples//Mastigoteuthidae environmental sample cf. Idioteuthis magna,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1986383//1986385,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Mastigoteuthidae,environmental samples,,,Mastigoteuthidae environmental sample cf. Idioteuthis magna,
,,16S,Mastigoteuthidae environmental sample cf. Idioteuthis magna,1986385,species,Mastigoteuthidae environmental sample cf. Idioteuthis magna,species,environmental samples,1986383,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Mastigoteuthidae//environmental samples//Mastigoteuthidae environmental sample cf. Idioteuthis magna,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1986383//1986385,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Mastigoteuthidae,environmental samples,,,Mastigoteuthidae environmental sample cf. Idioteuthis magna,
,,16S,Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,1986388,species,Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,species,environmental samples,1986386,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Joubiniteuthidae//environmental samples//Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61719//1986386//1986388,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Joubiniteuthidae,environmental samples,,,Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,
,,16S,Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,1986388,species,Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,species,environmental samples,1986386,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Joubiniteuthidae//environmental samples//Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61719//1986386//1986388,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Joubiniteuthidae,environmental samples,,,Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,
,,16S,Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,1986388,species,Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,species,environmental samples,1986386,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Joubiniteuthidae//environmental samples//Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61719//1986386//1986388,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Joubiniteuthidae,environmental samples,,,Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,
,,16S,Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,1986388,species,Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,species,environmental samples,1986386,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Joubiniteuthidae//environmental samples//Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61719//1986386//1986388,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Joubiniteuthidae,environmental samples,,,Joubiniteuthidae environmental sample cf. Joubiniteuthis portieri,
